sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
NCOA1_p24888762,NCOA1,260,359,790,736
NCOA1_p24896269,NCOA1,903,491,1443,1811
NCOA1_p24905834,NCOA1,565,470,1479,1409
NCOA3_m46251021,NCOA3,417,445,1456,1281
NCOA3_m46251066,NCOA3,417,276,703,492
NCOA3_m46252734,NCOA3,794,409,1963,1762
NCOA3_p46250976,NCOA3,339,396,1144,1324
NCOA3_p46250982,NCOA3,616,386,1914,812
NCOA3_p46251045,NCOA3,900,371,872,977
NCOA3_p46251051,NCOA3,505,240,644,935
NCOA3_p46252646,NCOA3,347,282,992,681
NCOA3_p46254156,NCOA3,66,34,393,164
NCOA3_p46254161,NCOA3,300,310,1264,1074
NCOR1_m16062171,NCOR1,376,533,1600,928
NCOR1_m16068461,NCOR1,912,347,1326,1136
NCOR1_p16062087,NCOR1,977,673,1598,2370
NCOR1_p16062104,NCOR1,211,111,267,207
NCOR1_p16062110,NCOR1,429,189,652,451
NCOR1_p16062137,NCOR1,148,189,280,213
NCOR1_p16068449,NCOR1,393,361,471,1245
NCOR1_p16097772,NCOR1,667,702,1365,2050
NCOR1_p16097786,NCOR1,138,35,107,0
NCOR1_p16097797,NCOR1,831,673,1183,1197
NDRG1_m134270636,NDRG1,1514,770,2930,2649
NDRG1_m134270642,NDRG1,335,330,708,1224
NDRG1_m134271412,NDRG1,327,242,928,1095
NDRG1_m134271431,NDRG1,144,193,393,863
NDRG1_m134274335,NDRG1,771,955,2067,2899
NDRG1_p134271402,NDRG1,213,196,847,976
NDRG1_p134271436,NDRG1,174,182,382,404
NDRG1_p134274274,NDRG1,83,63,189,491
NDRG1_p134274299,NDRG1,505,363,1478,1708
NDRG1_p134274304,NDRG1,1163,821,2785,2993
NDUFAF6_m96037304,NDUFAF6,263,367,715,369
NDUFAF6_m96037311,NDUFAF6,134,273,562,351
NDUFAF6_m96037353,NDUFAF6,465,295,897,813
NDUFAF6_p96037233,NDUFAF6,559,616,1264,939
NDUFAF6_p96037243,NDUFAF6,449,715,1937,2240
NDUFAF6_p96037315,NDUFAF6,937,980,2215,2034
NDUFAF6_p96037341,NDUFAF6,762,450,2031,1971
NDUFAF6_p96037358,NDUFAF6,936,985,1371,2480
NDUFAF6_p96037365,NDUFAF6,1021,551,2364,2506
NDUFAF6_p96037370,NDUFAF6,172,89,1115,764
NEDD1_m97313862,NEDD1,381,225,405,239
NEDD1_m97313890,NEDD1,521,310,362,1097
NEDD1_m97328778,NEDD1,333,238,620,1295
NEDD1_p97311421,NEDD1,275,428,747,921
NEDD1_p97311428,NEDD1,615,674,900,576
NEDD1_p97311493,NEDD1,330,169,625,958
NEDD1_p97313778,NEDD1,1134,882,3352,2345
NEDD1_p97313801,NEDD1,499,129,388,1215
NEDD1_p97313813,NEDD1,498,282,401,226
NEDD1_p97328788,NEDD1,188,187,319,676
NEDD4_m56155169,NEDD4,159,331,1141,1137
NEDD4_m56155187,NEDD4,732,1261,1866,1993
NEDD4_m56155195,NEDD4,359,162,42,154
NEDD4_m56155200,NEDD4,386,212,485,906
NEDD4_p56152947,NEDD4,483,437,1021,1988
NEDD4_p56155142,NEDD4,210,328,622,1209
NEDD4_p56155153,NEDD4,290,244,792,1091
NEDD4_p56155179,NEDD4,851,376,1445,1325
NEDD4_p56155216,NEDD4,647,603,1650,2933
NEDD4_p56155230,NEDD4,806,885,2084,3025
NEIL1_m75641261,NEIL1,1116,923,1327,1129
NEIL1_m75641272,NEIL1,283,93,812,1010
NEIL1_m75641277,NEIL1,666,703,1302,2037
NEIL1_m75641337,NEIL1,662,792,1243,1594
NEIL1_m75641347,NEIL1,213,337,722,1478
NEIL1_m75641353,NEIL1,647,497,1664,1176
NEIL1_p75641280,NEIL1,307,413,513,476
NEIL1_p75641287,NEIL1,548,453,1835,1128
NEIL1_p75641294,NEIL1,373,249,583,539
NEIL1_p75641305,NEIL1,632,457,1198,998
NEK6_m127064271,NEK6,408,456,2811,3301
NEK6_m127064286,NEK6,933,1114,3262,4369
NEK6_m127064321,NEK6,652,384,1520,3100
NEK6_m127074786,NEK6,696,650,1593,1299
NEK6_p127064228,NEK6,170,254,955,868
NEK6_p127064237,NEK6,796,616,2399,2443
NEK6_p127064311,NEK6,810,697,2278,2027
NEK6_p127074849,NEK6,546,413,1023,1476
NEK6_p127074858,NEK6,683,886,2740,3209
NEK6_p127074873,NEK6,394,438,1577,2329
NEMF_m50318319,NEMF,212,95,249,321
NEMF_m50318558,NEMF,803,600,662,2145
NEMF_m50318587,NEMF,436,388,1287,1311
NEMF_m50319414,NEMF,695,491,1419,845
NEMF_m50319428,NEMF,191,291,240,268
NEMF_p50318265,NEMF,46,660,1770,1073
NEMF_p50318293,NEMF,499,226,951,1805
NEMF_p50319419,NEMF,315,275,605,612
NEMF_p50319440,NEMF,269,382,735,1116
NEMF_p50319450,NEMF,383,131,513,374
NFATC4_m24838844,NFATC4,238,246,1022,768
NFATC4_m24838850,NFATC4,216,65,169,555
NFATC4_m24838871,NFATC4,847,692,1700,1304
NFATC4_m24838930,NFATC4,852,632,2159,1877
NFATC4_m24838946,NFATC4,606,418,1840,1648
NFATC4_m24838954,NFATC4,803,536,2649,606
NFATC4_p24838854,NFATC4,9,0,339,132
NFATC4_p24838863,NFATC4,573,402,1186,1040
NFATC4_p24838877,NFATC4,370,118,573,1061
NFATC4_p24838957,NFATC4,508,210,823,895
NGFRAP1_m102632484,NGFRAP1,291,352,433,1219
NGFRAP1_m102632508,NGFRAP1,383,258,993,909
NGFRAP1_p102632449,NGFRAP1,411,282,544,1270
NGFRAP1_p102632454,NGFRAP1,0,15,33,258
NGFRAP1_p102632469,NGFRAP1,1206,746,2044,1846
NGFRAP1_p102632476,NGFRAP1,256,168,1040,1826
NGFRAP1_p102632497,NGFRAP1,394,444,1353,1387
NGFRAP1_p102632572,NGFRAP1,37,31,406,120
NGFRAP1_p102632577,NGFRAP1,505,416,1361,2308
NGFRAP1_p102632587,NGFRAP1,625,471,993,1518
NHEJ1_m220022939,NHEJ1,578,135,415,585
NHEJ1_m220022952,NHEJ1,388,345,1258,1082
NHEJ1_m220022957,NHEJ1,466,466,909,1541
NHEJ1_m220022975,NHEJ1,646,637,2117,1548
NHEJ1_m220023008,NHEJ1,147,226,505,355
NHEJ1_m220023014,NHEJ1,322,379,835,377
NHEJ1_m220023042,NHEJ1,78,341,451,537
NHEJ1_m220023047,NHEJ1,38,214,235,184
NHEJ1_m220023067,NHEJ1,1342,994,1916,1080
NHEJ1_p220023028,NHEJ1,348,274,740,594
NHP2L1_m42076249,NHP2L1,531,601,2253,1657
NHP2L1_m42076261,NHP2L1,233,400,693,256
NHP2L1_m42076266,NHP2L1,343,311,505,434
NHP2L1_m42076304,NHP2L1,789,414,1094,459
NHP2L1_m42076346,NHP2L1,874,478,236,483
NHP2L1_p42071122,NHP2L1,737,192,271,196
NHP2L1_p42076233,NHP2L1,739,684,1286,285
NHP2L1_p42076277,NHP2L1,1061,769,1319,376
NHP2L1_p42076293,NHP2L1,490,390,920,1045
NHP2L1_p42076313,NHP2L1,647,423,1034,310
NKX2-5_m172661997,NKX2-5,158,113,352,379
NKX2-5_m172662007,NKX2-5,625,257,830,1259
NKX2-5_m172662028,NKX2-5,205,158,981,637
NKX2-5_p172661978,NKX2-5,247,155,718,952
NKX2-5_p172661986,NKX2-5,89,18,64,258
NKX2-5_p172662013,NKX2-5,358,234,807,1411
NKX2-5_p172662032,NKX2-5,170,207,650,1111
NKX2-5_p172662038,NKX2-5,707,480,1187,2078
NKX2-5_p172662051,NKX2-5,498,365,1494,1036
NKX2-5_p172662056,NKX2-5,499,565,1033,1528
NKX2-8_m37051458,NKX2-8,172,161,365,699
NKX2-8_m37051512,NKX2-8,306,286,1436,1269
NKX2-8_m37051583,NKX2-8,615,477,1666,1630
NKX2-8_p37051425,NKX2-8,859,845,2000,2589
NKX2-8_p37051447,NKX2-8,203,367,414,625
NKX2-8_p37051496,NKX2-8,83,70,1386,2019
NKX2-8_p37051520,NKX2-8,588,306,1491,1289
NKX2-8_p37051554,NKX2-8,453,423,1117,686
NKX2-8_p37051564,NKX2-8,209,140,392,445
NKX2-8_p37051573,NKX2-8,353,493,1529,1617
NKX3-2_m13545885,NKX3-2,496,357,1525,1566
NKX3-2_m13545905,NKX3-2,781,416,1503,1929
NKX3-2_m13545959,NKX3-2,223,254,811,856
NKX3-2_m13545964,NKX3-2,351,292,907,1001
NKX3-2_m13545974,NKX3-2,32,96,61,39
NKX3-2_m13545995,NKX3-2,434,144,842,1371
NKX3-2_m13546027,NKX3-2,715,335,1114,619
NKX3-2_p13545978,NKX3-2,675,696,1378,1671
NKX3-2_p13545984,NKX3-2,583,724,1617,2072
NKX3-2_p13545999,NKX3-2,949,964,1206,1836
NKX6-1_m85419172,NKX6-1,148,329,430,859
NKX6-1_m85419370,NKX6-1,608,737,1438,1680
NKX6-1_p85419076,NKX6-1,870,912,2314,2143
NKX6-1_p85419100,NKX6-1,533,951,1346,1506
NKX6-1_p85419161,NKX6-1,549,523,1817,1687
NKX6-1_p85419176,NKX6-1,163,263,703,621
NKX6-1_p85419259,NKX6-1,443,396,933,753
NKX6-1_p85419287,NKX6-1,1016,485,1248,1105
NKX6-1_p85419296,NKX6-1,72,47,20,126
NKX6-1_p85419329,NKX6-1,1019,866,2542,2652
NKX6-2_m134599290,NKX6-2,558,433,700,1128
NKX6-2_m134599318,NKX6-2,231,371,794,719
NKX6-2_m134599331,NKX6-2,185,317,1143,1138
NKX6-2_m134599339,NKX6-2,944,524,2068,2099
NKX6-2_m134599388,NKX6-2,265,345,1217,1869
NKX6-2_p134599321,NKX6-2,512,140,593,435
NKX6-2_p134599362,NKX6-2,34,184,203,191
NKX6-2_p134599380,NKX6-2,431,354,592,1299
NKX6-2_p134599414,NKX6-2,350,534,1291,1712
NKX6-2_p134599431,NKX6-2,274,188,259,881
NLRC5_m57054633,NLRC5,596,539,949,1334
NLRC5_m57054641,NLRC5,894,523,1270,1506
NLRC5_m57054691,NLRC5,515,528,1477,1914
NLRC5_m57054698,NLRC5,517,382,886,1933
NLRC5_m57054735,NLRC5,604,456,631,1681
NLRC5_m57054746,NLRC5,778,487,1722,1371
NLRC5_m57054754,NLRC5,394,242,1011,571
NLRC5_p57054643,NLRC5,678,346,1332,1429
NLRC5_p57054658,NLRC5,809,508,1417,1131
NLRC5_p57054682,NLRC5,212,309,707,679
NOBOX_m144107237,NOBOX,780,631,1927,2185
NOBOX_m144107255,NOBOX,525,354,1710,1719
NOBOX_m144107282,NOBOX,508,725,2158,1836
NOBOX_p144101724,NOBOX,957,924,2473,2722
NOBOX_p144101733,NOBOX,184,192,312,1183
NOBOX_p144101743,NOBOX,330,313,768,1491
NOBOX_p144107220,NOBOX,278,426,1363,1616
NOBOX_p144107245,NOBOX,120,47,245,183
NOBOX_p144107265,NOBOX,585,403,856,1189
NOBOX_p144107270,NOBOX,161,281,1194,1435
NOD2_m50731179,NOD2,294,254,866,1255
NOD2_m50731213,NOD2,494,293,918,1120
NOD2_m50733397,NOD2,189,136,148,736
NOD2_p50731168,NOD2,506,285,795,731
NOD2_p50731193,NOD2,768,650,2102,2310
NOD2_p50731204,NOD2,484,235,1515,1839
NOD2_p50733399,NOD2,406,440,1339,1111
NOD2_p50733426,NOD2,988,811,2184,2946
NOD2_p50733438,NOD2,358,394,1033,1533
NOD2_p50733445,NOD2,599,553,1042,2079
NOL4_m31538318,NOL4,872,954,2029,2862
NOL4_m31538350,NOL4,421,451,763,1014
NOL4_m31599313,NOL4,430,182,827,961
NOL4_m31599356,NOL4,525,181,403,771
NOL4_m31599462,NOL4,607,329,1428,822
NOL4_p31538306,NOL4,500,463,1149,2665
NOL4_p31538356,NOL4,408,685,911,1030
NOL4_p31599298,NOL4,483,269,1178,888
NOL4_p31599385,NOL4,106,97,338,843
NOL4_p31599408,NOL4,908,642,1955,828
NOP16_m175815435,NOP16,539,252,602,212
NOP16_m175815444,NOP16,499,398,165,187
NOP16_m175815459,NOP16,1120,916,2757,202
NOP16_m175815526,NOP16,764,406,1461,1001
NOP16_m175815533,NOP16,549,217,172,110
NOP16_p175815312,NOP16,1087,1024,1790,644
NOP16_p175815318,NOP16,2306,1604,1639,193
NOP16_p175815449,NOP16,574,218,560,424
NOP16_p175815464,NOP16,282,327,845,1202
NOP16_p175815494,NOP16,247,299,970,412
NOP56_m2633923,NOP56,199,281,433,667
NOP56_m2633947,NOP56,1100,534,847,1069
NOP56_p2633495,NOP56,485,375,1656,602
NOP56_p2633513,NOP56,660,311,2092,1442
NOP56_p2633522,NOP56,482,366,468,1070
NOP56_p2633528,NOP56,661,626,704,633
NOP56_p2633555,NOP56,411,363,311,979
NOP56_p2633926,NOP56,589,392,1651,1674
NOP56_p2633953,NOP56,748,593,1255,1387
NOP56_p2633983,NOP56,0,31,168,0
NPLOC4_m79580464,NPLOC4,163,132,218,403
NPLOC4_m79580480,NPLOC4,96,169,416,50
NPLOC4_m79589242,NPLOC4,138,85,996,148
NPLOC4_p79580471,NPLOC4,949,499,1996,960
NPLOC4_p79589199,NPLOC4,977,916,2292,2387
NPLOC4_p79589205,NPLOC4,290,189,565,825
NPLOC4_p79589220,NPLOC4,210,12,65,451
NPLOC4_p79596790,NPLOC4,1178,474,1498,1617
NPLOC4_p79603929,NPLOC4,660,851,2594,2776
NPLOC4_p79603935,NPLOC4,137,170,156,268
NPPB_m11918760,NPPB,673,462,1722,2472
NPPB_m11918767,NPPB,36,109,307,106
NPPB_m11918804,NPPB,449,216,930,770
NPPB_m11918822,NPPB,348,348,428,775
NPPB_p11918746,NPPB,0,27,205,216
NPPB_p11918773,NPPB,239,326,666,932
NPPB_p11918829,NPPB,276,133,298,502
NPPB_p11918844,NPPB,160,274,806,1750
NPPB_p11918849,NPPB,613,692,1012,1583
NPPB_p11918859,NPPB,402,286,1285,1373
NQO2_m3010289,NQO2,186,393,1007,1636
NQO2_m3010296,NQO2,165,201,585,511
NQO2_m3010315,NQO2,296,305,470,559
NQO2_m3010360,NQO2,1868,1557,2892,4330
NQO2_p3006771,NQO2,184,550,1235,511
NQO2_p3010268,NQO2,133,70,244,259
NQO2_p3010304,NQO2,1027,433,1272,1054
NQO2_p3010324,NQO2,561,1140,1931,2384
NQO2_p3010329,NQO2,585,320,1248,1953
NQO2_p3010378,NQO2,1043,886,2521,3381
NR2C1_m95456388,NR2C1,714,953,3871,3485
NR2C1_m95456393,NR2C1,293,348,1289,987
NR2C1_m95456419,NR2C1,117,436,633,709
NR2C1_m95456449,NR2C1,506,323,1126,912
NR2C1_m95456493,NR2C1,1075,593,1857,3193
NR2C1_m95461108,NR2C1,278,772,1090,1827
NR2C1_m95461113,NR2C1,465,465,1555,1499
NR2C1_p95456429,NR2C1,360,310,652,1396
NR2C1_p95456459,NR2C1,881,977,2515,3249
NR2C1_p95461130,NR2C1,316,427,1166,1870
NRBP2_m144922355,NRBP2,454,403,1761,1660
NRBP2_m144922381,NRBP2,1829,1968,4542,5125
NRBP2_m144922898,NRBP2,524,551,2532,1670
NRBP2_m144922918,NRBP2,615,448,901,877
NRBP2_m144922939,NRBP2,667,622,1285,567
NRBP2_m144922951,NRBP2,1104,678,1402,189
NRBP2_p144922360,NRBP2,446,450,1393,903
NRBP2_p144922373,NRBP2,1136,1000,3400,2598
NRBP2_p144922900,NRBP2,321,490,1594,1225
NRBP2_p144922962,NRBP2,7,12,590,755
NRM_m30658658,NRM,25,91,379,543
NRM_m30658684,NRM,233,157,1370,512
NRM_m30658689,NRM,653,557,1257,1450
NRM_p30658667,NRM,431,160,203,362
NRM_p30658676,NRM,208,228,739,684
NRM_p30658691,NRM,439,356,656,1274
NRM_p30658696,NRM,836,561,855,1197
NRM_p30658704,NRM,552,379,1430,1896
NRM_p30658711,NRM,454,431,1729,1845
NRM_p30658722,NRM,352,293,919,1385
NUDT12_m102895141,NUDT12,90,213,501,872
NUDT12_m102895781,NUDT12,225,87,608,446
NUDT12_m102895787,NUDT12,151,67,649,1040
NUDT12_m102895792,NUDT12,369,181,613,718
NUDT12_m102895863,NUDT12,852,747,1807,2690
NUDT12_m102895884,NUDT12,587,439,911,2152
NUDT12_p102895741,NUDT12,523,326,1396,1370
NUDT12_p102895752,NUDT12,384,428,1051,1459
NUDT12_p102895821,NUDT12,371,298,957,1196
NUDT12_p102895850,NUDT12,606,450,2116,2469
NUDT16_m131100926,NUDT16,454,516,3090,1045
NUDT16_m131100957,NUDT16,100,66,196,332
NUDT16_m131100975,NUDT16,579,356,1044,1584
NUDT16_p131100886,NUDT16,524,839,1698,1656
NUDT16_p131100894,NUDT16,503,488,1409,1756
NUDT16_p131100939,NUDT16,346,251,323,821
NUDT16_p131100944,NUDT16,620,411,970,1428
NUDT16_p131100966,NUDT16,273,2,83,56
NUDT16_p131100981,NUDT16,716,577,1054,1054
NUDT16_p131100999,NUDT16,307,424,1075,1670
NUF2_m163295862,NUF2,224,436,1354,1253
NUF2_m163295933,NUF2,141,121,224,230
NUF2_m163295938,NUF2,240,295,1030,1191
NUF2_m163297280,NUF2,863,744,1984,1002
NUF2_m163298023,NUF2,155,226,194,56
NUF2_p163295892,NUF2,200,23,315,232
NUF2_p163295901,NUF2,1719,1167,2399,526
NUF2_p163295942,NUF2,80,190,656,465
NUF2_p163297304,NUF2,59,165,655,590
NUF2_p163297315,NUF2,455,617,1565,1225
NUP133_m229643816,NUP133,553,396,697,567
NUP133_m229643837,NUP133,71,120,333,425
NUP133_m229643947,NUP133,153,263,369,432
NUP133_p229641855,NUP133,1012,973,1671,1796
NUP133_p229641860,NUP133,448,734,1178,1276
NUP133_p229641875,NUP133,587,456,1049,535
NUP133_p229643823,NUP133,485,424,425,556
NUP133_p229643839,NUP133,1056,682,751,1051
NUP133_p229643887,NUP133,320,384,1017,942
NUP133_p229643912,NUP133,436,370,820,644
NUP155_m37364434,NUP155,407,428,1212,409
NUP155_m37364440,NUP155,271,498,1441,517
NUP155_m37364456,NUP155,730,662,1156,693
NUP155_p37364359,NUP155,269,280,613,237
NUP155_p37364369,NUP155,527,326,702,816
NUP155_p37364386,NUP155,560,302,1195,779
NUP155_p37364394,NUP155,666,281,287,119
NUP155_p37364400,NUP155,988,1031,1192,539
NUP155_p37364413,NUP155,369,678,1164,583
NUP155_p37364425,NUP155,894,532,1370,3169
NUP160_m47869826,NUP160,227,172,88,45
NUP160_m47869846,NUP160,99,146,135,0
NUP160_m47869860,NUP160,1105,687,824,226
NUP160_m47869869,NUP160,718,497,366,390
NUP160_m47869876,NUP160,716,459,1243,2481
NUP160_m47869886,NUP160,206,242,667,422
NUP160_m47869915,NUP160,648,572,1341,1049
NUP160_p47869830,NUP160,1251,666,3133,2818
NUP160_p47869888,NUP160,474,395,1604,1537
NUP160_p47869897,NUP160,1157,963,2499,2530
NUP214_m134001113,NUP214,1030,549,1599,2126
NUP214_m134001121,NUP214,431,212,364,680
NUP214_m134002957,NUP214,174,201,229,364
NUP214_m134002970,NUP214,411,717,1683,2100
NUP214_m134003001,NUP214,672,749,1384,2711
NUP214_p134001084,NUP214,610,372,622,1053
NUP214_p134001104,NUP214,365,352,304,1320
NUP214_p134002915,NUP214,286,142,399,553
NUP214_p134002988,NUP214,127,294,1419,1323
NUP214_p134002993,NUP214,557,483,969,534
NUP35_m183989218,NUP35,1065,795,2455,1659
NUP35_m183993025,NUP35,1207,792,1741,3354
NUP35_m183993106,NUP35,376,214,721,1135
NUP35_m183993112,NUP35,759,572,1594,2148
NUP35_m183993121,NUP35,679,621,981,1123
NUP35_m183993127,NUP35,463,349,1355,607
NUP35_p183989181,NUP35,276,275,191,535
NUP35_p183989190,NUP35,92,389,269,849
NUP35_p183993013,NUP35,489,238,762,992
NUP35_p183993037,NUP35,225,145,860,433
NUP54_m77065360,NUP54,417,768,1329,1396
NUP54_m77065366,NUP54,494,241,1140,840
NUP54_m77065372,NUP54,924,402,1750,2329
NUP54_m77065420,NUP54,475,296,519,801
NUP54_m77065435,NUP54,871,302,567,722
NUP54_m77065589,NUP54,840,610,1647,1141
NUP54_m77065609,NUP54,441,210,842,1882
NUP54_m77069472,NUP54,1352,1031,2453,2055
NUP54_p77065541,NUP54,739,598,1797,1935
NUP54_p77069482,NUP54,209,174,74,108
NVL_m224491522,NVL,500,405,593,57
NVL_m224492459,NVL,550,348,443,206
NVL_m224492505,NVL,352,437,753,193
NVL_m224492767,NVL,381,347,324,541
NVL_m224492777,NVL,225,314,861,943
NVL_m224492824,NVL,96,428,363,825
NVL_p224491470,NVL,1320,1231,1274,196
NVL_p224491503,NVL,402,242,1085,414
NVL_p224492461,NVL,166,159,148,64
NVL_p224492469,NVL,615,429,1848,1510
NXF3_m102339672,NXF3,1938,898,2601,4421
NXF3_m102339690,NXF3,755,809,1946,1626
NXF3_m102339723,NXF3,524,359,939,2015
NXF3_m102339758,NXF3,87,273,1165,1481
NXF3_m102339772,NXF3,698,783,1555,3599
NXF3_p102339682,NXF3,743,659,1958,2479
NXF3_p102339702,NXF3,1472,1211,3560,6562
NXF3_p102339711,NXF3,741,948,2131,3040
NXF3_p102339739,NXF3,457,332,609,1457
NXF3_p102347919,NXF3,596,778,1844,1470
OAS1_m113344867,OAS1,138,224,865,549
OAS1_m113344872,OAS1,367,406,688,1088
OAS1_m113344910,OAS1,1121,1131,3345,3341
OAS1_m113344924,OAS1,680,628,1567,1319
OAS1_m113344939,OAS1,108,203,861,590
OAS1_m113344944,OAS1,216,159,530,377
OAS1_m113344966,OAS1,520,130,733,1391
OAS1_m113344984,OAS1,685,385,1575,1432
OAS1_m113344995,OAS1,570,300,957,1066
OAS1_p113344953,OAS1,3,230,608,613
OBFC1_m105677221,OBFC1,431,227,655,1054
OBFC1_m105677228,OBFC1,7,7,886,768
OBFC1_m105677240,OBFC1,481,615,1727,1755
OBFC1_m105677249,OBFC1,271,238,583,826
OBFC1_m105677324,OBFC1,713,844,233,146
OBFC1_m105677334,OBFC1,692,457,157,292
OBFC1_m105677344,OBFC1,790,681,2056,2052
OBFC1_p105677207,OBFC1,525,440,814,288
OBFC1_p105677269,OBFC1,722,367,1112,831
OBFC1_p105677316,OBFC1,225,261,212,328
OGT_m70753162,OGT,607,763,1395,2885
OGT_m70753177,OGT,433,332,556,520
OGT_p70753142,OGT,412,426,1017,1189
OGT_p70753151,OGT,512,456,522,633
OGT_p70753164,OGT,1046,1345,2459,1381
OGT_p70756067,OGT,74,84,76,68
OGT_p70756111,OGT,125,168,327,271
OGT_p70756134,OGT,1313,867,1262,776
OGT_p70756177,OGT,417,308,614,350
OGT_p70756186,OGT,446,368,1105,1181
ONECUT1_m53081906,ONECUT1,641,551,2328,1969
ONECUT1_m53081959,ONECUT1,962,1205,2641,3418
ONECUT1_m53082039,ONECUT1,725,317,839,1461
ONECUT1_m53082052,ONECUT1,198,308,993,789
ONECUT1_m53082062,ONECUT1,708,557,1417,1478
ONECUT1_p53081911,ONECUT1,998,764,2386,2635
ONECUT1_p53081919,ONECUT1,991,587,1725,1815
ONECUT1_p53081949,ONECUT1,401,560,557,893
ONECUT1_p53081989,ONECUT1,91,277,1065,1006
ONECUT1_p53082042,ONECUT1,461,457,862,1148
OSGIN2_m90921888,OSGIN2,279,94,460,711
OSGIN2_m90921936,OSGIN2,159,336,697,936
OSGIN2_m90926315,OSGIN2,693,873,2265,2083
OSGIN2_m90926357,OSGIN2,306,100,182,82
OSGIN2_m90926430,OSGIN2,1430,636,1895,2573
OSGIN2_p90921890,OSGIN2,495,172,1312,1105
OSGIN2_p90926297,OSGIN2,144,314,615,652
OSGIN2_p90926324,OSGIN2,562,320,837,625
OSGIN2_p90926419,OSGIN2,377,217,513,1035
OSGIN2_p90926781,OSGIN2,590,385,1103,669
OTP_m76933000,OTP,818,553,1744,1532
OTP_m76933005,OTP,506,297,365,1166
OTP_m76933016,OTP,304,316,984,1704
OTP_m76933022,OTP,162,159,1176,1018
OTP_m76933030,OTP,93,251,1347,752
OTP_m76934339,OTP,907,738,2208,1481
OTP_m76934344,OTP,160,129,882,919
OTP_m76934352,OTP,544,418,994,834
OTP_p76934323,OTP,483,486,1361,2141
OTP_p76934331,OTP,519,338,1328,876
OXSR1_m38207394,OXSR1,516,211,934,537
OXSR1_m38207401,OXSR1,326,392,909,864
OXSR1_m38224572,OXSR1,560,417,820,1720
OXSR1_p38207354,OXSR1,341,772,2410,3082
OXSR1_p38207374,OXSR1,1460,1150,2692,3874
OXSR1_p38207386,OXSR1,888,348,1267,1165
OXSR1_p38207405,OXSR1,464,743,1295,726
OXSR1_p38207415,OXSR1,1280,759,1909,1010
OXSR1_p38224541,OXSR1,1274,826,3053,2208
OXSR1_p38224584,OXSR1,794,400,1579,2238
PA2G4_m56500791,PA2G4,875,575,2232,621
PA2G4_m56501388,PA2G4,405,460,674,2404
PA2G4_m56503070,PA2G4,447,208,1111,599
PA2G4_m56503705,PA2G4,421,339,983,702
PA2G4_m56503713,PA2G4,254,153,681,661
PA2G4_p56498511,PA2G4,691,193,2011,899
PA2G4_p56498523,PA2G4,751,508,1676,1482
PA2G4_p56500956,PA2G4,486,216,531,630
PA2G4_p56501375,PA2G4,474,452,1106,931
PA2G4_p56504333,PA2G4,1355,645,2034,1957
PABPC4_m40041439,PABPC4,418,655,1367,1086
PABPC4_m40041468,PABPC4,0,0,19,52
PABPC4_m40041565,PABPC4,672,278,1319,1591
PABPC4_p40041448,PABPC4,641,683,1636,1486
PABPC4_p40041454,PABPC4,693,711,1026,1552
PABPC4_p40041472,PABPC4,502,382,393,740
PABPC4_p40041481,PABPC4,412,633,1946,1243
PABPC4_p40041495,PABPC4,931,892,1098,1507
PABPC4_p40041550,PABPC4,703,530,2180,2070
PABPC4_p40041575,PABPC4,1168,1109,2514,2561
PADI3_m17575663,PADI3,381,570,1710,1397
PADI3_m17575678,PADI3,899,447,1104,1904
PADI3_m17575709,PADI3,220,308,1084,710
PADI3_m17586071,PADI3,690,479,1390,1248
PADI3_m17586082,PADI3,651,527,2547,1447
PADI3_p17575643,PADI3,653,495,2318,1394
PADI3_p17575670,PADI3,453,264,1062,1201
PADI3_p17575691,PADI3,1042,493,1208,2008
PADI3_p17575701,PADI3,377,373,651,1454
PADI3_p17586063,PADI3,1502,1661,3819,3318
PAF1_m39880793,PAF1,306,571,637,137
PAF1_m39881482,PAF1,384,610,858,981
PAF1_p39880382,PAF1,206,24,302,42
PAF1_p39880694,PAF1,704,486,1756,2673
PAF1_p39880701,PAF1,418,494,1791,348
PAF1_p39880763,PAF1,280,227,301,50
PAF1_p39881455,PAF1,567,400,810,432
PAF1_p39881461,PAF1,967,644,1629,1211
PAF1_p39881467,PAF1,264,161,309,564
PAF1_p39881474,PAF1,729,337,411,235
PAFAH1B2_p117023151,PAFAH1B2,708,462,1112,1424
PAFAH1B2_p117023212,PAFAH1B2,1999,1513,4097,4702
PAFAH1B2_p117023222,PAFAH1B2,1584,1008,2153,3027
PAFAH1B2_p117030681,PAFAH1B2,328,422,1919,2253
PAFAH1B2_p117030693,PAFAH1B2,534,254,844,667
PAFAH1B2_p117030717,PAFAH1B2,903,671,2766,2109
PAFAH1B2_p117031937,PAFAH1B2,375,196,312,739
PAFAH1B2_p117031955,PAFAH1B2,90,55,203,275
PAFAH1B2_p117034477,PAFAH1B2,511,483,1595,904
PAFAH1B2_p117034482,PAFAH1B2,128,133,879,701
PAK6_m40557015,PAK6,994,883,2545,2526
PAK6_m40557031,PAK6,379,235,1126,1250
PAK6_m40557042,PAK6,1116,831,2702,2954
PAK6_m40557048,PAK6,951,692,1378,3345
PAK6_m40557099,PAK6,1748,1101,2822,3962
PAK6_m40557136,PAK6,351,385,797,1025
PAK6_m40557142,PAK6,320,232,1729,1174
