Gene	sgRNA	eff
NOD2	NOD2_p50731204	1
NOD2	NOD2_p50733399	1
NOD2	NOD2_p50733426	1
NOD2	NOD2_p50733438	1
NOD2	NOD2_p50733445	1
NOL4	NOL4_m31538318	1
NOL4	NOL4_m31538350	1
NOL4	NOL4_m31599313	1
NOL4	NOL4_m31599356	1
NOL4	NOL4_m31599462	1
NOL4	NOL4_p31538306	1
NOL4	NOL4_p31538356	1
NOL4	NOL4_p31599298	1
NOL4	NOL4_p31599385	1
NOL4	NOL4_p31599408	1
NOP16	NOP16_m175815435	1
NOP16	NOP16_m175815444	1
NOP16	NOP16_m175815459	1
NOP16	NOP16_m175815526	1
NOP16	NOP16_m175815533	1
NOP16	NOP16_p175815312	1
NOP16	NOP16_p175815318	1
NOP16	NOP16_p175815449	1
NOP16	NOP16_p175815464	1
NOP16	NOP16_p175815494	1
NOP56	NOP56_m2633923	1
NOP56	NOP56_m2633947	1
NOP56	NOP56_p2633495	1
NOP56	NOP56_p2633513	1
NOP56	NOP56_p2633522	1
NOP56	NOP56_p2633528	1
NOP56	NOP56_p2633555	1
NOP56	NOP56_p2633926	1
NOP56	NOP56_p2633953	1
NOP56	NOP56_p2633983	1
NPLOC4	NPLOC4_m79580464	1
NPLOC4	NPLOC4_m79580480	1
NPLOC4	NPLOC4_m79589242	1
NPLOC4	NPLOC4_p79580471	1
NPLOC4	NPLOC4_p79589199	1
NPLOC4	NPLOC4_p79589205	1
NPLOC4	NPLOC4_p79589220	1
NPLOC4	NPLOC4_p79596790	1
NPLOC4	NPLOC4_p79603929	1
NPLOC4	NPLOC4_p79603935	1
NPPB	NPPB_m11918760	1
NPPB	NPPB_m11918767	1
NPPB	NPPB_m11918804	1
NPPB	NPPB_m11918822	1
NPPB	NPPB_p11918746	1
NPPB	NPPB_p11918773	1
NPPB	NPPB_p11918829	1
NPPB	NPPB_p11918844	1
NPPB	NPPB_p11918849	1
NPPB	NPPB_p11918859	1
NQO2	NQO2_m3010289	1
NQO2	NQO2_m3010296	1
NQO2	NQO2_m3010315	1
NQO2	NQO2_m3010360	1
NQO2	NQO2_p3006771	1
NQO2	NQO2_p3010268	1
NQO2	NQO2_p3010304	1
NQO2	NQO2_p3010324	1
NQO2	NQO2_p3010329	1
NQO2	NQO2_p3010378	1
NR2C1	NR2C1_m95456388	1
NR2C1	NR2C1_m95456393	1
NR2C1	NR2C1_m95456419	1
NR2C1	NR2C1_m95456449	1
NR2C1	NR2C1_m95456493	1
NR2C1	NR2C1_m95461108	1
NR2C1	NR2C1_m95461113	1
NR2C1	NR2C1_p95456429	1
NR2C1	NR2C1_p95456459	1
NR2C1	NR2C1_p95461130	1
NRBP2	NRBP2_m144922355	1
NRBP2	NRBP2_m144922381	1
NRBP2	NRBP2_m144922898	1
NRBP2	NRBP2_m144922918	1
NRBP2	NRBP2_m144922939	1
NRBP2	NRBP2_m144922951	1
NRBP2	NRBP2_p144922360	1
NRBP2	NRBP2_p144922373	1
NRBP2	NRBP2_p144922900	1
NRBP2	NRBP2_p144922962	1
NRM	NRM_m30658658	1
NRM	NRM_m30658684	1
NRM	NRM_m30658689	1
NRM	NRM_p30658667	1
NRM	NRM_p30658676	1
NRM	NRM_p30658691	1
NRM	NRM_p30658696	1
NRM	NRM_p30658704	1
NRM	NRM_p30658711	1
NRM	NRM_p30658722	1
NUDT12	NUDT12_m102895141	1
NUDT12	NUDT12_m102895781	1
NUDT12	NUDT12_m102895787	1
NUDT12	NUDT12_m102895792	1
NUDT12	NUDT12_m102895863	1
NUDT12	NUDT12_m102895884	1
NUDT12	NUDT12_p102895741	1
NUDT12	NUDT12_p102895752	1
NUDT12	NUDT12_p102895821	1
NUDT12	NUDT12_p102895850	1
NUDT16	NUDT16_m131100926	1
NUDT16	NUDT16_m131100957	1
NUDT16	NUDT16_m131100975	1
NUDT16	NUDT16_p131100886	1
NUDT16	NUDT16_p131100894	1
NUDT16	NUDT16_p131100939	1
NUDT16	NUDT16_p131100944	1
NUDT16	NUDT16_p131100966	1
NUDT16	NUDT16_p131100981	1
NUDT16	NUDT16_p131100999	1
NUF2	NUF2_m163295862	1
NUF2	NUF2_m163295933	1
NUF2	NUF2_m163295938	1
NUF2	NUF2_m163297280	1
NUF2	NUF2_m163298023	1
NUF2	NUF2_p163295892	1
NUF2	NUF2_p163295901	1
NUF2	NUF2_p163295942	1
NUF2	NUF2_p163297304	1
NUF2	NUF2_p163297315	1
NUP133	NUP133_m229643816	1
NUP133	NUP133_m229643837	1
NUP133	NUP133_m229643947	1
NUP133	NUP133_p229641855	1
NUP133	NUP133_p229641860	1
NUP133	NUP133_p229641875	1
NUP133	NUP133_p229643823	1
NUP133	NUP133_p229643839	1
NUP133	NUP133_p229643887	1
NUP133	NUP133_p229643912	1
NUP155	NUP155_m37364434	1
NUP155	NUP155_m37364440	1
NUP155	NUP155_m37364456	1
NUP155	NUP155_p37364359	1
NUP155	NUP155_p37364369	1
NUP155	NUP155_p37364386	1
NUP155	NUP155_p37364394	1
NUP155	NUP155_p37364400	1
NUP155	NUP155_p37364413	1
NUP155	NUP155_p37364425	1
NUP160	NUP160_m47869826	1
NUP160	NUP160_m47869846	1
NUP160	NUP160_m47869860	1
NUP160	NUP160_m47869869	1
NUP160	NUP160_m47869876	1
NUP160	NUP160_m47869886	1
NUP160	NUP160_m47869915	1
NUP160	NUP160_p47869830	1
NUP160	NUP160_p47869888	1
NUP160	NUP160_p47869897	1
NUP214	NUP214_m134001113	1
NUP214	NUP214_m134001121	1
NUP214	NUP214_m134002957	1
NUP214	NUP214_m134002970	1
NUP214	NUP214_m134003001	1
NUP214	NUP214_p134001084	1
NUP214	NUP214_p134001104	1
NUP214	NUP214_p134002915	1
NUP214	NUP214_p134002988	1
NUP214	NUP214_p134002993	1
NUP35	NUP35_m183989218	1
NUP35	NUP35_m183993025	1
NUP35	NUP35_m183993106	1
NUP35	NUP35_m183993112	1
NUP35	NUP35_m183993121	1
NUP35	NUP35_m183993127	1
NUP35	NUP35_p183989181	1
NUP35	NUP35_p183989190	1
NUP35	NUP35_p183993013	1
NUP35	NUP35_p183993037	1
NUP54	NUP54_m77065360	1
NUP54	NUP54_m77065366	1
NUP54	NUP54_m77065372	1
NUP54	NUP54_m77065420	1
NUP54	NUP54_m77065435	1
NUP54	NUP54_m77065589	1
NUP54	NUP54_m77065609	1
NUP54	NUP54_m77069472	1
NUP54	NUP54_p77065541	1
NUP54	NUP54_p77069482	1
NVL	NVL_m224491522	1
NVL	NVL_m224492459	1
NVL	NVL_m224492505	1
NVL	NVL_m224492767	1
NVL	NVL_m224492777	1
NVL	NVL_m224492824	1
NVL	NVL_p224491470	1
NVL	NVL_p224491503	1
NVL	NVL_p224492461	1
NVL	NVL_p224492469	1
NXF3	NXF3_m102339672	1
NXF3	NXF3_m102339690	1
NXF3	NXF3_m102339723	1
NXF3	NXF3_m102339758	1
NXF3	NXF3_m102339772	1
NXF3	NXF3_p102339682	1
NXF3	NXF3_p102339702	1
NXF3	NXF3_p102339711	1
NXF3	NXF3_p102339739	1
NXF3	NXF3_p102347919	1
OAS1	OAS1_m113344867	1
OAS1	OAS1_m113344872	1
OAS1	OAS1_m113344910	1
OAS1	OAS1_m113344924	1
OAS1	OAS1_m113344939	1
OAS1	OAS1_m113344944	1
OAS1	OAS1_m113344966	1
OAS1	OAS1_m113344984	1
OAS1	OAS1_m113344995	1
OAS1	OAS1_p113344953	1
OBFC1	OBFC1_m105677221	1
OBFC1	OBFC1_m105677228	1
OBFC1	OBFC1_m105677240	1
OBFC1	OBFC1_m105677249	1
OBFC1	OBFC1_m105677324	1
OBFC1	OBFC1_m105677334	1
OBFC1	OBFC1_m105677344	1
OBFC1	OBFC1_p105677207	1
OBFC1	OBFC1_p105677269	1
OBFC1	OBFC1_p105677316	1
OGT	OGT_m70753162	1
OGT	OGT_m70753177	1
OGT	OGT_p70753142	1
OGT	OGT_p70753151	1
OGT	OGT_p70753164	1
OGT	OGT_p70756067	1
OGT	OGT_p70756111	1
OGT	OGT_p70756134	1
OGT	OGT_p70756177	1
OGT	OGT_p70756186	1
ONECUT1	ONECUT1_m53081906	1
ONECUT1	ONECUT1_m53081959	1
ONECUT1	ONECUT1_m53082039	1
ONECUT1	ONECUT1_m53082052	1
ONECUT1	ONECUT1_m53082062	1
ONECUT1	ONECUT1_p53081911	1
ONECUT1	ONECUT1_p53081919	1
ONECUT1	ONECUT1_p53081949	1
ONECUT1	ONECUT1_p53081989	1
ONECUT1	ONECUT1_p53082042	1
OSGIN2	OSGIN2_m90921888	1
OSGIN2	OSGIN2_m90921936	1
OSGIN2	OSGIN2_m90926315	1
OSGIN2	OSGIN2_m90926357	1
OSGIN2	OSGIN2_m90926430	1
OSGIN2	OSGIN2_p90921890	1
OSGIN2	OSGIN2_p90926297	1
OSGIN2	OSGIN2_p90926324	1
OSGIN2	OSGIN2_p90926419	1
OSGIN2	OSGIN2_p90926781	1
OTP	OTP_m76933000	1
OTP	OTP_m76933005	1
OTP	OTP_m76933016	1
OTP	OTP_m76933022	1
OTP	OTP_m76933030	1
OTP	OTP_m76934339	1
OTP	OTP_m76934344	1
OTP	OTP_m76934352	1
OTP	OTP_p76934323	1
OTP	OTP_p76934331	1
OXSR1	OXSR1_m38207394	1
OXSR1	OXSR1_m38207401	1
OXSR1	OXSR1_m38224572	1
OXSR1	OXSR1_p38207354	1
OXSR1	OXSR1_p38207374	1
OXSR1	OXSR1_p38207386	1
OXSR1	OXSR1_p38207405	1
OXSR1	OXSR1_p38207415	1
OXSR1	OXSR1_p38224541	1
OXSR1	OXSR1_p38224584	1
PA2G4	PA2G4_m56500791	1
PA2G4	PA2G4_m56501388	1
PA2G4	PA2G4_m56503070	1
PA2G4	PA2G4_m56503705	1
PA2G4	PA2G4_m56503713	1
PA2G4	PA2G4_p56498511	1
PA2G4	PA2G4_p56498523	1
PA2G4	PA2G4_p56500956	1
PA2G4	PA2G4_p56501375	1
PA2G4	PA2G4_p56504333	1
PABPC4	PABPC4_m40041439	1
PABPC4	PABPC4_m40041468	1
PABPC4	PABPC4_m40041565	1
PABPC4	PABPC4_p40041448	1
PABPC4	PABPC4_p40041454	1
PABPC4	PABPC4_p40041472	1
PABPC4	PABPC4_p40041481	1
PABPC4	PABPC4_p40041495	1
PABPC4	PABPC4_p40041550	1
PABPC4	PABPC4_p40041575	1
PADI3	PADI3_m17575663	1
PADI3	PADI3_m17575678	1
PADI3	PADI3_m17575709	1
PADI3	PADI3_m17586071	1
PADI3	PADI3_m17586082	1
PADI3	PADI3_p17575643	1
PADI3	PADI3_p17575670	1
PADI3	PADI3_p17575691	1
PADI3	PADI3_p17575701	1
PADI3	PADI3_p17586063	1
PAF1	PAF1_m39880793	1
PAF1	PAF1_m39881482	1
PAF1	PAF1_p39880382	1
PAF1	PAF1_p39880694	1
PAF1	PAF1_p39880701	1
PAF1	PAF1_p39880763	1
PAF1	PAF1_p39881455	1
PAF1	PAF1_p39881461	1
PAF1	PAF1_p39881467	1
PAF1	PAF1_p39881474	1
PAFAH1B2	PAFAH1B2_p117023151	1
PAFAH1B2	PAFAH1B2_p117023212	1
PAFAH1B2	PAFAH1B2_p117023222	1
PAFAH1B2	PAFAH1B2_p117030681	1
PAFAH1B2	PAFAH1B2_p117030693	1
PAFAH1B2	PAFAH1B2_p117030717	1
PAFAH1B2	PAFAH1B2_p117031937	1
PAFAH1B2	PAFAH1B2_p117031955	1
PAFAH1B2	PAFAH1B2_p117034477	1
PAFAH1B2	PAFAH1B2_p117034482	1
PAK6	PAK6_m40557015	1
PAK6	PAK6_m40557031	1
PAK6	PAK6_m40557042	1
PAK6	PAK6_m40557048	1
PAK6	PAK6_m40557099	1
PAK6	PAK6_m40557136	1
PAK6	PAK6_m40557142	1
PAK6	PAK6_p40557067	1
PAK6	PAK6_p40557107	1
PAK6	PAK6_p40557146	1
PAN2	PAN2_m56726805	1
PAN2	PAN2_m56726850	1
PAN2	PAN2_m56726855	1
PAN2	PAN2_m56726862	1
PAN2	PAN2_m56726867	1
PAN2	PAN2_p56726789	1
PAN2	PAN2_p56726796	1
PAN2	PAN2_p56726809	1
PAN2	PAN2_p56726814	1
PAN2	PAN2_p56726835	1
PARP15	PARP15_m122334667	1
PARP15	PARP15_m122335954	1
PARP15	PARP15_p122334651	1
PARP15	PARP15_p122334656	1
PARP15	PARP15_p122334670	1
PARP15	PARP15_p122334682	1
PARP15	PARP15_p122335940	1
PARP15	PARP15_p122335969	1
PARP15	PARP15_p122335981	1
PARP15	PARP15_p122335989	1
PAX1	PAX1_m21686451	1
PAX1	PAX1_m21686457	1
PAX1	PAX1_m21686490	1
PAX1	PAX1_m21686517	1
PAX1	PAX1_p21686343	1
PAX1	PAX1_p21686349	1
PAX1	PAX1_p21686375	1
PAX1	PAX1_p21686380	1
PAX1	PAX1_p21686459	1
PAX1	PAX1_p21686521	1
PAX7	PAX7_m18958107	1
PAX7	PAX7_m18958112	1
PAX7	PAX7_m18958161	1
PAX7	PAX7_m18958174	1
PAX7	PAX7_m18960806	1
PAX7	PAX7_p18958091	1
PAX7	PAX7_p18958096	1
PAX7	PAX7_p18958117	1
PAX7	PAX7_p18958123	1
PAX7	PAX7_p18960812	1
PBK	PBK_m27680693	1
PBK	PBK_m27685647	1
PBK	PBK_m27685654	1
PBK	PBK_m27685660	1
PBK	PBK_m27690624	1
PBK	PBK_p27680579	1
PBK	PBK_p27680650	1
PBK	PBK_p27680695	1
PBK	PBK_p27685663	1
PBK	PBK_p27685678	1
PBX1	PBX1_m164529074	1
PBX1	PBX1_m164529119	1
PBX1	PBX1_m164529124	1
PBX1	PBX1_m164529226	1
PBX1	PBX1_m164532508	1
PBX1	PBX1_p164529054	1
PBX1	PBX1_p164529167	1
PBX1	PBX1_p164529211	1
PBX1	PBX1_p164529217	1
PBX1	PBX1_p164529228	1
PCGF2	PCGF2_m36895471	1
PCGF2	PCGF2_m36896561	1
PCGF2	PCGF2_m36896592	1
PCGF2	PCGF2_m36896640	1
PCGF2	PCGF2_p36895832	1
PCGF2	PCGF2_p36895837	1
PCGF2	PCGF2_p36895864	1
PCGF2	PCGF2_p36895887	1
PCGF2	PCGF2_p36895903	1
PCGF2	PCGF2_p36896547	1
PCNT	PCNT_m47744185	1
PCNT	PCNT_m47746388	1
PCNT	PCNT_p47744143	1
PCNT	PCNT_p47744153	1
PCNT	PCNT_p47744159	1
PCNT	PCNT_p47744164	1
PCNT	PCNT_p47744174	1
PCNT	PCNT_p47746346	1
PCNT	PCNT_p47746367	1
PCNT	PCNT_p47746379	1
PDC	PDC_m186413502	1
PDC	PDC_m186413598	1
PDC	PDC_m186415559	1
PDC	PDC_m186415577	1
PDC	PDC_m186415596	1
PDC	PDC_p186413504	1
PDC	PDC_p186413550	1
PDC	PDC_p186413562	1
PDC	PDC_p186413589	1
PDC	PDC_p186415582	1
PDGFC	PDGFC_m157771503	1
PDGFC	PDGFC_m157771522	1
PDGFC	PDGFC_m157892002	1
PDGFC	PDGFC_m157892014	1
PDGFC	PDGFC_m157892044	1
PDGFC	PDGFC_p157771534	1
PDGFC	PDGFC_p157891935	1
PDGFC	PDGFC_p157891962	1
PDGFC	PDGFC_p157892027	1
PDGFC	PDGFC_p157892036	1
PDGFRA	PDGFRA_m55124948	1
PDGFRA	PDGFRA_m55124953	1
PDGFRA	PDGFRA_m55127271	1
PDGFRA	PDGFRA_m55127277	1
PDGFRA	PDGFRA_m55127283	1
PDGFRA	PDGFRA_m55127392	1
PDGFRA	PDGFRA_p55124940	1
PDGFRA	PDGFRA_p55124962	1
PDGFRA	PDGFRA_p55127397	1
PDGFRA	PDGFRA_p55127463	1
PDK2	PDK2_m48174877	1
PDK2	PDK2_m48174884	1
PDK2	PDK2_m48174889	1
PDK2	PDK2_m48174905	1
PDK2	PDK2_m48182749	1
PDK2	PDK2_p48174895	1
PDK2	PDK2_p48182731	1
PDK2	PDK2_p48182740	1
PDK2	PDK2_p48182755	1
PDK2	PDK2_p48182764	1
PDLIM2	PDLIM2_m22438188	1
PDLIM2	PDLIM2_m22438195	1
PDLIM2	PDLIM2_p22438107	1
PDLIM2	PDLIM2_p22438116	1
PDLIM2	PDLIM2_p22438121	1
PDLIM2	PDLIM2_p22438133	1
PDLIM2	PDLIM2_p22438179	1
PDLIM2	PDLIM2_p22438880	1
PDLIM2	PDLIM2_p22438907	1
PDLIM2	PDLIM2_p22438912	1
PDS5B	PDS5B_m33226008	1
PDS5B	PDS5B_m33226048	1
PDS5B	PDS5B_m33226131	1
PDS5B	PDS5B_m33232637	1
PDS5B	PDS5B_m33233314	1
PDS5B	PDS5B_p33222907	1
PDS5B	PDS5B_p33222918	1
PDS5B	PDS5B_p33222995	1
PDS5B	PDS5B_p33232386	1
PDS5B	PDS5B_p33232421	1
PDZD2	PDZD2_m31799361	1
PDZD2	PDZD2_m31799368	1
PDZD2	PDZD2_m31799395	1
PDZD2	PDZD2_m31799405	1
PDZD2	PDZD2_m31799462	1
PDZD2	PDZD2_m31799470	1
PDZD2	PDZD2_p31799348	1
PDZD2	PDZD2_p31799412	1
PDZD2	PDZD2_p31799441	1
PDZD2	PDZD2_p31799489	1
PEG3	PEG3_m57334183	1
PEG3	PEG3_m57334192	1
PEG3	PEG3_m57334198	1
PEG3	PEG3_m57334959	1
PEG3	PEG3_m57335006	1
PEG3	PEG3_m57335631	1
PEG3	PEG3_p57334948	1
PEG3	PEG3_p57334967	1
PEG3	PEG3_p57334984	1
PEG3	PEG3_p57335617	1
PER2	PER2_m239186395	1
PER2	PER2_m239186461	1
PER2	PER2_m239186470	1
PER2	PER2_m239186564	1
PER2	PER2_m239186572	1
PER2	PER2_p239186442	1
PER2	PER2_p239186476	1
PER2	PER2_p239186483	1
PER2	PER2_p239186488	1
PER2	PER2_p239186514	1
PERP	PERP_m138428289	1
PERP	PERP_m138428310	1
PERP	PERP_m138428316	1
PERP	PERP_m138428336	1
PERP	PERP_m138428355	1
PERP	PERP_m138428466	1
PERP	PERP_p138428276	1
PERP	PERP_p138428299	1
PERP	PERP_p138428321	1
PERP	PERP_p138428359	1
PEX14	PEX14_m10535033	1
PEX14	PEX14_m10555333	1
PEX14	PEX14_m10555366	1
PEX14	PEX14_m10596268	1
PEX14	PEX14_p10535013	1
PEX14	PEX14_p10535019	1
PEX14	PEX14_p10535037	1
PEX14	PEX14_p10555324	1
PEX14	PEX14_p10555356	1
PEX14	PEX14_p10596256	1
PGC	PGC_m41712489	1
PGC	PGC_m41712498	1
PGC	PGC_m41712505	1
PGC	PGC_m41715020	1
PGC	PGC_m41715029	1
PGC	PGC_m41715050	1
PGC	PGC_m41715056	1
PGC	PGC_m41715062	1
PGC	PGC_p41712457	1
PGC	PGC_p41712517	1
PHB	PHB_m47489041	1
PHB	PHB_m47489153	1
PHB	PHB_m47489193	1
PHB	PHB_m47490540	1
PHB	PHB_p47486764	1
PHB	PHB_p47486771	1
PHB	PHB_p47486781	1
PHB	PHB_p47489093	1
PHB	PHB_p47489141	1
PHB	PHB_p47490527	1
PHF11	PHF11_m50080823	1
PHF11	PHF11_m50080846	1
PHF11	PHF11_m50087236	1
PHF11	PHF11_p50080870	1
PHF11	PHF11_p50087185	1
PHF11	PHF11_p50087193	1
PHF11	PHF11_p50087202	1
PHF11	PHF11_p50087208	1
PHF11	PHF11_p50087269	1
PHF11	PHF11_p50087280	1
PHF13	PHF13_m6674148	1
PHF13	PHF13_m6674154	1
PHF13	PHF13_m6676828	1
PHF13	PHF13_m6676850	1
PHF13	PHF13_m6676889	1
PHF13	PHF13_p6674140	1
PHF13	PHF13_p6676830	1
PHF13	PHF13_p6676863	1
PHF13	PHF13_p6676873	1
PHF13	PHF13_p6676893	1
PHF19	PHF19_m123636864	1
PHF19	PHF19_m123636894	1
PHF19	PHF19_m123636988	1
PHF19	PHF19_m123636995	1
PHF19	PHF19_m123637003	1
PHF19	PHF19_p123636868	1
PHF19	PHF19_p123636884	1
PHF19	PHF19_p123636922	1
PHF19	PHF19_p123636959	1
PHF19	PHF19_p123636975	1
PIK3R4	PIK3R4_m130463848	1
PIK3R4	PIK3R4_m130463905	1
PIK3R4	PIK3R4_m130463922	1
PIK3R4	PIK3R4_m130464045	1
PIK3R4	PIK3R4_p130463693	1
PIK3R4	PIK3R4_p130463853	1
PIK3R4	PIK3R4_p130463861	1
PIK3R4	PIK3R4_p130463912	1
PIK3R4	PIK3R4_p130464007	1
PIK3R4	PIK3R4_p130464012	1
PLIN2	PLIN2_m19126228	1
PLIN2	PLIN2_m19126276	1
PLIN2	PLIN2_m19126291	1
PLIN2	PLIN2_m19126396	1
PLIN2	PLIN2_p19126194	1
PLIN2	PLIN2_p19126201	1
PLIN2	PLIN2_p19126220	1
PLIN2	PLIN2_p19126234	1
PLIN2	PLIN2_p19126256	1
PLIN2	PLIN2_p19126261	1
PLK1S1	PLK1S1_m21142548	1
PLK1S1	PLK1S1_m21142594	1
PLK1S1	PLK1S1_m21142605	1
PLK1S1	PLK1S1_m21142673	1
PLK1S1	PLK1S1_m21142678	1
PLK1S1	PLK1S1_m21142690	1
PLK1S1	PLK1S1_m21142701	1
PLK1S1	PLK1S1_p21142504	1
PLK1S1	PLK1S1_p21142535	1
PLK1S1	PLK1S1_p21142564	1
PMS1	PMS1_m190656550	1
PMS1	PMS1_m190656570	1
PMS1	PMS1_m190656632	1
PMS1	PMS1_m190656647	1
PMS1	PMS1_m190670445	1
PMS1	PMS1_p190656573	1
PMS1	PMS1_p190660513	1
PMS1	PMS1_p190660547	1
PMS1	PMS1_p190660655	1
PMS1	PMS1_p190670452	1
PNISR	PNISR_m99860603	1
PNISR	PNISR_m99862456	1
PNISR	PNISR_m99862502	1
PNISR	PNISR_m99862511	1
PNISR	PNISR_m99862521	1
PNISR	PNISR_p99860591	1
PNISR	PNISR_p99862438	1
PNISR	PNISR_p99862468	1
PNISR	PNISR_p99862475	1
PNISR	PNISR_p99862491	1
PNLDC1	PNLDC1_m160222160	1
PNLDC1	PNLDC1_m160222182	1
PNLDC1	PNLDC1_m160224320	1
PNLDC1	PNLDC1_m160225007	1
PNLDC1	PNLDC1_m160225067	1
PNLDC1	PNLDC1_p160221801	1
PNLDC1	PNLDC1_p160221823	1
PNLDC1	PNLDC1_p160222196	1
PNLDC1	PNLDC1_p160225021	1
PNLDC1	PNLDC1_p160225050	1
PNMA2	PNMA2_m26366135	1
PNMA2	PNMA2_m26366153	1
PNMA2	PNMA2_m26366162	1
PNMA2	PNMA2_m26366200	1
PNMA2	PNMA2_m26366228	1
PNMA2	PNMA2_m26366241	1
PNMA2	PNMA2_m26366247	1
PNMA2	PNMA2_m26366252	1
PNMA2	PNMA2_m26366264	1
PNMA2	PNMA2_p26366170	1
PNN	PNN_m39644529	1
PNN	PNN_m39644574	1
PNN	PNN_m39644585	1
PNN	PNN_m39645290	1
PNN	PNN_m39645295	1
PNN	PNN_p39644488	1
PNN	PNN_p39644497	1
PNN	PNN_p39644552	1
PNN	PNN_p39644557	1
PNN	PNN_p39645281	1
POLA2	POLA2_m65029764	1
POLA2	POLA2_m65029770	1
POLA2	POLA2_m65029776	1
POLA2	POLA2_m65029813	1
POLA2	POLA2_m65034115	1
POLA2	POLA2_p65029787	1
POLA2	POLA2_p65029801	1
POLA2	POLA2_p65034054	1
POLA2	POLA2_p65034065	1
POLA2	POLA2_p65034078	1
POLD1	POLD1_m50902173	1
POLD1	POLD1_m50902201	1
POLD1	POLD1_m50902206	1
POLD1	POLD1_m50902221	1
POLD1	POLD1_p50902093	1
POLD1	POLD1_p50902100	1
POLD1	POLD1_p50902108	1
POLD1	POLD1_p50902175	1
POLD1	POLD1_p50902191	1
POLD1	POLD1_p50902209	1
POLDIP2	POLDIP2_m26684367	1
POLDIP2	POLDIP2_m26684373	1
POLDIP2	POLDIP2_m26684380	1
POLDIP2	POLDIP2_m26684407	1
POLDIP2	POLDIP2_m26684419	1
POLDIP2	POLDIP2_m26684425	1
POLDIP2	POLDIP2_m26684452	1
POLDIP2	POLDIP2_p26684339	1
POLDIP2	POLDIP2_p26684351	1
POLDIP2	POLDIP2_p26684409	1
POLE3	POLE3_m116172412	1
POLE3	POLE3_m116172512	1
POLE3	POLE3_m116172557	1
POLE3	POLE3_m116172564	1
POLE3	POLE3_p116172394	1
POLE3	POLE3_p116172504	1
POLE3	POLE3_p116172519	1
POLE3	POLE3_p116172524	1
POLE3	POLE3_p116172530	1
POLE3	POLE3_p116172537	1
POLE4	POLE4_m75185951	1
POLE4	POLE4_m75185969	1
POLE4	POLE4_p75185793	1
POLE4	POLE4_p75185842	1
POLE4	POLE4_p75185913	1
POLE4	POLE4_p75185925	1
POLE4	POLE4_p75185931	1
POLE4	POLE4_p75185937	1
POLE4	POLE4_p75185961	1
POLE4	POLE4_p75185985	1
POLR1B	POLR1B_m113300080	1
POLR1B	POLR1B_m113300088	1
POLR1B	POLR1B_m113300100	1
POLR1B	POLR1B_m113300105	1
POLR1B	POLR1B_m113300113	1
POLR1B	POLR1B_m113300137	1
POLR1B	POLR1B_p113300059	1
POLR1B	POLR1B_p113300066	1
POLR1B	POLR1B_p113300072	1
POLR1B	POLR1B_p113300168	1
POLR2D	POLR2D_m128608215	1
POLR2D	POLR2D_m128608224	1
POLR2D	POLR2D_m128610589	1
POLR2D	POLR2D_m128610598	1
POLR2D	POLR2D_m128615603	1
POLR2D	POLR2D_m128615631	1
POLR2D	POLR2D_m128615645	1
POLR2D	POLR2D_m128615650	1
POLR2D	POLR2D_p128610488	1
POLR2D	POLR2D_p128610494	1
POLR2E	POLR2E_m1094046	1
POLR2E	POLR2E_m1094063	1
POLR2E	POLR2E_m1095284	1
POLR2E	POLR2E_m1095290	1
POLR2E	POLR2E_m1095301	1
POLR2E	POLR2E_p1094025	1
POLR2E	POLR2E_p1094049	1
POLR2E	POLR2E_p1095245	1
POLR2E	POLR2E_p1095253	1
POLR2E	POLR2E_p1095293	1
POU2F1	POU2F1_m167301726	1
POU2F1	POU2F1_m167301736	1
POU2F1	POU2F1_m167301744	1
POU2F1	POU2F1_m167334715	1
POU2F1	POU2F1_m167334741	1
POU2F1	POU2F1_p167301728	1
POU2F1	POU2F1_p167301750	1
POU2F1	POU2F1_p167334696	1
POU2F1	POU2F1_p167334701	1
POU2F1	POU2F1_p167334729	1
PPM1M	PPM1M_m52281735	1
PPM1M	PPM1M_m52281755	1
PPM1M	PPM1M_m52281770	1
PPM1M	PPM1M_m52282173	1
PPM1M	PPM1M_m52282222	1
PPM1M	PPM1M_p52281738	1
PPM1M	PPM1M_p52281778	1
PPM1M	PPM1M_p52282156	1
PPM1M	PPM1M_p52282161	1
PPM1M	PPM1M_p52282176	1
PPP1R15A	PPP1R15A_m49376525	1
PPP1R15A	PPP1R15A_m49376539	1
PPP1R15A	PPP1R15A_m49376561	1
PPP1R15A	PPP1R15A_m49376613	1
PPP1R15A	PPP1R15A_m49376622	1
PPP1R15A	PPP1R15A_p49376566	1
PPP1R15A	PPP1R15A_p49376643	1
PPP1R15A	PPP1R15A_p49376648	1
PPP1R15A	PPP1R15A_p49376662	1
PPP1R15A	PPP1R15A_p49376672	1
PPP1R16B	PPP1R16B_m37464569	1
PPP1R16B	PPP1R16B_m37464575	1
PPP1R16B	PPP1R16B_m37464588	1
PPP1R16B	PPP1R16B_m37464647	1
PPP1R16B	PPP1R16B_p37464561	1
PPP1R16B	PPP1R16B_p37464594	1
PPP1R16B	PPP1R16B_p37464606	1
PPP1R16B	PPP1R16B_p37464611	1
PPP1R16B	PPP1R16B_p37464617	1
PPP1R16B	PPP1R16B_p37464635	1
PPP2R2A	PPP2R2A_m26211994	1
PPP2R2A	PPP2R2A_m26212032	1
PPP2R2A	PPP2R2A_m26212042	1
PPP2R2A	PPP2R2A_p26151187	1
